date, pm25, o3, co
2017/5/2, 20, , 
2017/5/3, 13, , 
2017/5/4, 25, , 
2017/5/5, 13, , 
2017/5/6, 12, , 
2017/5/7, 18, , 
2017/5/8, 16, , 
2017/5/9, 24, , 
2017/5/10, 29, , 
2017/5/11, 14, , 
2017/5/12, 7, , 
2017/5/13, 8, , 
2017/5/14, 8, , 
2017/5/15, 8, , 
2017/5/16, 10, , 
2017/5/17, 14, , 
2017/5/18, 21, , 
2017/5/19, 22, , 
2017/5/20, 17, , 
2017/5/21, 27, , 
2017/5/22, 32, , 
2017/5/23, 26, , 
2017/5/24, 17, , 
2017/5/25, 20, , 
2017/5/26, 22, , 
2017/5/27, 28, , 
2017/5/28, 33, , 
2017/5/29, 28, , 
2017/5/30, 21, , 
2017/5/31, 16, , 
2017/6/1, 6, , 
2017/6/2, 8, , 
2017/6/3, 12, , 
2017/6/4, 14, , 
2017/6/5, 16, , 
2017/6/6, 19, , 
2017/6/7, 20, , 
2017/6/8, 10, , 
2017/6/9, 10, , 
2017/6/10, 9, , 
2017/6/11, 21, , 
2017/6/12, 20, , 
2017/6/13, 8, , 
2017/6/14, 10, , 
2017/6/15, 12, , 
2017/6/16, 15, , 
2017/6/17, 40, , 
2017/6/18, 11, , 
2017/6/19, 16, , 
2017/6/20, 18, , 
2017/6/21, 17, , 
2017/6/22, 17, , 
2017/6/23, 19, , 
2017/6/24, 27, , 
2017/6/25, 38, , 
2017/6/26, 27, , 
2017/6/27, 22, , 
2017/6/28, 25, , 
2017/6/29, 30, , 
2017/6/30, 25, , 
2017/1/2, 48, , 
2017/1/3, 47, , 
2017/1/4, 63, , 
2017/1/5, 75, , 
2017/1/6, 104, , 
2017/1/7, 55, , 
2017/1/8, 39, , 
2017/1/9, 14, , 
2017/1/10, 20, , 
2017/1/11, 43, , 
2017/1/12, 62, , 
2017/1/13, 62, , 
2017/1/14, 72, , 
2017/1/15, 77, , 
2017/1/16, 49, , 
2017/1/17, 19, , 
2017/1/18, 12, , 
2017/1/19, 8, , 
2017/1/20, 39, , 
2017/1/21, 42, , 
2017/1/22, 29, , 
2017/1/23, 52, , 
2017/1/24, 78, , 
2017/1/25, 59, , 
2017/1/26, 60, , 
2017/1/27, 55, , 
2017/1/28, 62, , 
2017/1/29, 31, , 
2017/1/30, 33, , 
2017/1/31, 30, , 
2017/2/1, 41, , 
2017/2/2, 53, , 
2017/2/3, 14, , 
2017/2/4, 8, , 
2017/2/5, 11, , 
2017/2/6, 19, , 
2017/2/7, 35, , 
2017/2/8, 44, , 
2017/2/9, 8, , 
2017/2/10, 11, , 
2017/2/11, 31, , 
2017/2/12, 53, , 
2017/2/13, 64, , 
2017/2/14, 50, , 
2017/2/15, 10, , 
2017/2/16, 11, , 
2017/2/17, 16, , 
2017/2/18, 35, , 
2017/2/19, 9, , 
2017/2/20, 15, , 
2017/2/21, 19, , 
2017/2/22, 26, , 
2017/2/23, 37, , 
2017/2/24, 27, , 
2017/2/25, 45, , 
2017/2/26, 13, , 
2017/2/27, 37, , 
2017/2/28, 41, , 
2017/3/1, 11, , 
2017/3/2, 9, , 
2017/3/3, 8, , 
2017/3/4, 11, , 
2017/3/5, 6, , 
2017/3/6, 10, , 
2017/3/7, 10, , 
2017/3/8, 12, , 
2017/3/9, 18, , 
2017/3/10, 16, , 
2017/3/11, 18, , 
2017/3/12, 14, , 
2017/3/13, 14, , 
2017/3/14, 10, , 
2017/3/15, 12, , 
2017/3/16, 14, , 
2017/3/17, 24, , 
2017/3/18, 12, , 
2017/3/19, 21, , 
2017/3/20, 32, , 
2017/3/21, 20, , 
2017/3/22, 7, , 
2017/3/23, 10, , 
2017/3/24, 8, , 
2017/3/25, 20, , 
2017/3/26, 21, , 
2017/3/27, 7, , 
2017/3/28, 7, , 
2017/3/29, 7, , 
2017/3/30, 9, , 
2017/3/31, 20, , 
2020/1/1, , 30, 3
2018/12/31, , 15, 7
