date, pm10, no2, so2, co
2017/9/17, 61, , 3, 
2017/9/18, 58, , 5, 
2017/9/19, 60, , 5, 
2017/9/20, 86, , 2, 
2017/9/21, 65, , 2, 
2017/9/22, 24, , 3, 
2017/9/23, 24, , 2, 
2017/9/24, 25, , 3, 
2017/9/25, 43, , 3, 
2017/9/26, 33, , 3, 
2017/9/27, 32, , 3, 
2017/9/28, 40, , 2, 
2017/9/29, 31, , , 
2017/9/30, 30, , 2, 
2017/4/1, 37, , 4, 
2017/4/2, 45, , 5, 
2017/4/3, 60, , 4, 
2017/4/4, 46, , 5, 
2017/4/5, 58, , 4, 
2017/4/6, 45, , 4, 
2017/4/7, 32, , 4, 
2017/4/8, 25, , 3, 
2017/4/9, 19, , 4, 
2017/4/10, 19, , 3, 
2017/4/11, 32, , 4, 
2017/4/12, 52, , 4, 
2017/4/13, 50, , 4, 
2017/4/14, 45, , 4, 
2017/4/15, 57, , 4, 
2017/4/16, 42, , , 
2017/4/17, 27, , 4, 
2017/4/18, 15, , 4, 
2017/4/19, 30, , 4, 
2017/4/20, 34, , 4, 
2017/4/21, 27, , 3, 
2017/4/22, 26, , 4, 
2017/4/23, 20, , 4, 
2017/4/24, 39, , 4, 
2017/4/25, 32, , 4, 
2017/4/26, 42, , 5, 
2017/4/27, 49, , 5, 
2017/4/28, 57, , 4, 
2017/4/29, 202, , 4, 
2017/5/1, 880, , 4, 
2017/5/2, 274, , 4, 
2017/5/3, 60, , 4, 
2017/5/4, 63, , 5, 
2017/5/5, 51, , 3, 
2017/5/6, 45, , 4, 
2017/5/7, 23, , 4, 
2017/5/8, 35, , 4, 
2017/5/9, 56, , 4, 
2017/5/10, 32, , 4, 
2017/5/11, 33, , 4, 
2017/5/12, 45, , 3, 
2017/5/13, 39, , 4, 
2017/5/14, 47, , 4, 
2017/5/15, 30, , 4, 
2017/5/16, 22, , 4, 
2017/5/17, 26, , 4, 
2017/5/18, 25, , 4, 
2017/5/19, 19, , 4, 
2017/5/20, 18, , 4, 
2017/5/21, 24, , 4, 
2017/5/22, 15, , 4, 
2017/5/23, 18, , 4, 
2017/5/24, 24, , 4, 
2017/5/25, 36, , 4, 
2017/5/26, 30, , 4, 
2017/5/27, 24, , 4, 
2017/5/28, 31, , 4, 
2017/5/29, 24, , 4, 
2017/5/30, 31, , 4, 
2017/5/31, 43, , 4, 
2017/6/1, 42, , 4, 
2017/6/2, 51, , 4, 
2017/6/3, 54, , 4, 
2017/6/4, 47, , 4, 
2017/6/5, 30, , , 
2017/6/6, 51, , 4, 
2017/6/7, 51, , 4, 
2017/6/8, 45, , 4, 
2017/6/9, 43, , 4, 
2017/6/10, 20, , 4, 
2017/6/11, 24, , 4, 
2017/6/12, 31, , , 
2017/6/13, 30, , 4, 
2017/6/14, 46, , 4, 
2017/6/15, 85, , 4, 
2017/6/16, 337, , 3, 
2017/6/17, 75, , 4, 
2017/6/18, 34, , , 
2017/6/19, 23, , 4, 
2017/6/20, 20, , 4, 
2017/6/21, 27, , 4, 
2017/6/22, 42, , 4, 
2017/6/23, 42, , 4, 
2017/6/24, 41, , 13, 
2017/6/25, 34, , 27, 
2017/6/26, 21, , 10, 
2017/6/27, 37, , 13, 
2017/6/28, 42, , 13, 
2017/6/29, 52, , 7, 
2017/6/30, 253, , 29, 
2017/1/2, 82, , 7, 
2017/1/3, 88, , 8, 
2017/1/4, 94, , 4, 
2017/1/5, 28, , 5, 
2017/1/6, 54, , 4, 
2017/1/7, 17, , 4, 
2017/1/8, 29, , 6, 
2017/1/9, 53, , 6, 
2017/1/10, 86, , 7, 
2017/1/11, 69, , 4, 
2017/1/12, 34, , 6, 
2017/1/13, 61, , 6, 
2017/1/14, 58, , 5, 
2017/1/15, 37, , 5, 
2017/1/16, 45, , 6, 
2017/1/17, 81, , 5, 
2017/1/18, 62, , 5, 
2017/1/19, 52, , 5, 
2017/1/20, 34, , 4, 
2017/1/21, 35, , 4, 
2017/1/22, 41, , 5, 
2017/1/23, 67, , 5, 
2017/1/24, 57, , 4, 
2017/1/25, 20, , 4, 
2017/1/26, 19, , 4, 
2017/1/27, 19, , 4, 
2017/1/28, 28, , 5, 
2017/1/29, 39, , 5, 
2017/1/30, 45, , 5, 
2017/1/31, 41, , 6, 
2017/2/1, 56, , 8, 
2017/2/2, 87, , 8, 
2017/2/3, 93, , 5, 
2017/2/4, 51, , 4, 
2017/2/5, 47, , 5, 
2017/2/6, 35, , 4, 
2017/2/7, 27, , 4, 
2017/2/8, 29, , 5, 
2017/2/9, 57, , 4, 
2017/2/10, 79, , 4, 
2017/2/11, 31, , 4, 
2017/2/12, 21, , 4, 
2017/2/13, 20, , 5, 
2017/2/14, 21, , 5, 
2017/2/15, 38, , 5, 
2017/2/16, 25, , 8, 
2017/2/17, 46, , 7, 
2017/2/18, 72, , 4, 
2017/2/19, 43, , 5, 
2017/2/20, 42, , 5, 
2017/2/21, 51, , 7, 
2017/2/22, 78, , 5, 
2017/2/23, 53, , , 
2017/2/24, 31, , 4, 
2017/2/25, 26, , 4, 
2017/2/26, 56, , 5, 
2017/2/27, 106, , 5, 
2017/2/28, 82, , 5, 
2017/3/1, 70, , 4, 
2017/3/2, 35, , 4, 
2017/3/3, 53, , 4, 
2017/3/4, 64, , 5, 
2017/3/5, 60, , 4, 
2017/3/6, 54, , 4, 
2017/3/7, 35, , 4, 
2017/3/8, 27, , 4, 
2017/3/9, 30, , 5, 
2017/3/10, 55, , 4, 
2017/3/11, 42, , 3, 
2017/3/12, 26, , 4, 
2017/3/13, 28, , 4, 
2017/3/14, 30, , 4, 
2017/3/15, 40, , 4, 
2017/3/16, 49, , 4, 
2017/3/17, 37, , 4, 
2017/3/18, 24, , 5, 
2017/3/19, 53, , 5, 
2017/3/20, 53, , 5, 
2017/3/21, 63, , 5, 
2017/3/22, 68, , 5, 
2017/3/23, 59, , 5, 
2017/3/24, 53, , 5, 
2017/3/25, 70, , 5, 
2017/3/26, 57, , 4, 
2017/3/27, 35, , 4, 
2017/3/28, 34, , 4, 
2017/3/29, 57, , 5, 
2017/3/30, 56, , 4, 
2017/3/31, 43, , 4, 
2019/4/28, , 7, 65, 3
2019/1/20, , 27, 3, 7
2020/1/1, , , 4, 
2019/3/31, , , 4, 
2019/6/23, , , 3, 
2019/6/24, , , 1, 
2018/12/31, , , 2, 
2018/9/30, , , 3, 
2018/7/21, , , 2, 
2018/4/1, , , 2, 
2018/4/29, , , 4, 
2017/12/31, , , 4, 
2018/3/11, , , 3, 
2017/11/22, , , 4, 
2017/12/29, , , 3, 
2017/7/2, , , 21, 
2017/8/6, , , 4, 
2017/9/10, , , 3, 
2017/4/30, , , 4, 
2017/1/1, , , 7, 
