date, pm10, no2
2018/8/18, , 14
2018/8/19, , 12
2018/4/15, , 20
2018/6/24, , 13
2018/6/25, , 13
2018/6/26, , 16
2018/6/27, , 17
2018/6/28, , 19
2018/6/29, , 19
2018/6/30, , 14
2017/12/31, , 30
2018/2/21, , 21
2017/10/14, , 27
2017/9/9, , 25
2017/4/30, , 19
2017/6/26, , 28
2017/1/1, , 50
