date, pm25, no2, so2, co
2017/11/22, 67, 15, 4, 
2017/11/23, 59, 16, 1, 
2017/11/24, 63, 11, 1, 
2017/11/25, 55, 6, , 
2017/11/26, 55, 9, 2, 
2017/11/27, 46, 14, 5, 
2017/11/28, 44, 14, 3, 
2017/11/29, 65, 15, 2, 
2017/11/30, 111, 12, 2, 
2017/12/1, 76, 12, 1, 
2017/12/2, 76, 8, 3, 
2017/12/3, 68, 12, 1, 
2017/12/4, 60, 9, 1, 
2017/12/5, 51, 6, 1, 
2017/12/6, 49, 10, 3, 
2017/12/7, 56, 8, 2, 
2017/12/8, 50, 7, 2, 
2017/12/9, 48, 7, 3, 
2017/12/10, 45, 13, 3, 
2017/12/11, 62, 9, 3, 
2017/12/12, 51, 9, 3, 
2017/12/13, 52, 9, 3, 
2017/12/14, 43, 16, 3, 
2017/12/15, 74, 12, 3, 
2017/12/16, 75, 10, 1, 
2017/12/17, 65, 16, 1, 
2017/12/18, 67, 14, 1, 
2017/12/19, 94, 15, 1, 
2017/12/20, 86, 10, 1, 
2017/12/21, 47, 7, , 
2017/12/22, 44, 4, 1, 
2017/12/23, 45, 3, 1, 
2017/12/24, 36, 3, 1, 
2017/12/25, 31, 5, 4, 
2017/12/26, 43, 13, 3, 
2017/12/27, 55, 12, 3, 
2017/12/28, 86, 10, 2, 
2017/12/29, 55, 8, 2, 
2017/12/30, 53, , , 
2017/7/1, 22, 3, 2, 
2017/7/2, 29, 4, 2, 
2017/7/3, 27, 5, 2, 
2017/7/4, 32, 10, 5, 
2017/7/5, 35, 13, 3, 
2017/7/6, 41, 12, 3, 
2017/7/7, 57, , 2, 
2017/7/8, 50, , 7, 
2017/7/9, 35, 14, 1, 
2017/7/10, 51, 5, , 
2017/7/11, 38, 9, 1, 
2017/7/12, 43, 5, 1, 
2017/7/13, 32, 9, 3, 
2017/7/14, 35, 9, 3, 
2017/7/15, 39, 8, 2, 
2017/7/16, 42, 9, 2, 
2017/7/17, 37, 8, 4, 
2017/7/18, 36, 7, 1, 
2017/7/19, 37, 10, 2, 
2017/7/20, 53, 8, 2, 
2017/7/21, 51, 7, 1, 
2017/7/22, 34, 7, 2, 
2017/7/23, 44, 10, 3, 
2017/7/24, 39, 10, 3, 
2017/7/25, 27, 8, 6, 
2017/7/26, 23, 7, 3, 
2017/7/27, 35, 8, 3, 
2017/7/28, 41, 9, 3, 
2017/7/29, 39, 9, 3, 
2017/7/30, 40, 12, 2, 
2017/7/31, 41, 14, 2, 
2017/8/1, 49, 10, 2, 
2017/8/2, 37, 13, 3, 
2017/8/3, 49, 6, 3, 
2017/8/4, 26, 7, 3, 
2017/8/5, 26, 8, 2, 
2017/8/6, 29, 19, 3, 
2017/8/7, 41, 13, 3, 
2017/8/8, 43, 15, 2, 
2017/8/9, 48, 13, 6, 
2017/8/10, 50, 12, 3, 
2017/8/11, 46, 7, 4, 
2017/8/12, 34, 6, 3, 
2017/8/13, 28, 10, 3, 
2017/8/14, 36, 6, 3, 
2017/8/15, 40, 14, 2, 
2017/8/16, 53, 15, 1, 
2017/8/17, 58, 14, 2, 
2017/8/18, 45, 6, 1, 
2017/8/19, 28, 4, 1, 
2017/8/20, 23, 5, 1, 
2017/8/21, 18, 6, 1, 
2017/8/22, 18, 10, 9, 
2017/8/23, 27, 14, 3, 
2017/8/24, 50, 11, 4, 
2017/8/25, 35, 14, 10, 
2017/8/26, 55, 7, 4, 
2017/8/27, 42, 10, 5, 
2017/8/28, 30, 17, , 
2017/8/29, 44, 18, 1, 
2017/8/30, 58, 9, 2, 
2017/8/31, 50, 10, 4, 
2017/9/1, 30, 7, 4, 
2017/9/2, 27, 6, 4, 
2017/9/3, 22, 6, 4, 
2017/9/4, 24, 7, 5, 
2017/9/5, 26, , , 
2017/9/10, 23, 10, 1, 
2017/9/11, 30, 9, 1, 
2017/9/12, 34, 7, 1, 
2017/9/13, 30, 6, 1, 
2017/9/14, 32, 7, , 
2017/9/15, 31, 11, 1, 
2017/9/16, 47, 12, 1, 
2017/9/17, 64, 14, , 
2017/9/18, 55, 12, , 
2017/9/19, 50, 9, , 
2017/9/20, 50, 12, , 
2017/9/21, 41, 12, , 
2017/9/22, 42, 9, , 
2017/9/23, 61, 7, , 
2017/9/24, 63, 8, , 
2017/9/25, 59, 8, , 
2017/9/26, 75, 9, , 
2017/9/27, 71, 10, 1, 
2017/9/28, 73, 10, 2, 
2017/9/29, 72, 9, 2, 
2017/9/30, 81, 9, 3, 
2017/4/1, 77, 10, 3, 
2017/4/2, 80, 13, 2, 
2017/4/3, 77, 12, 3, 
2017/4/4, 109, 10, 3, 
2017/4/5, 81, 7, 2, 
2017/4/6, 35, 7, 1, 
2017/4/7, 43, 7, 1, 
2017/4/8, 49, 9, 1, 
2017/4/9, 54, 14, 4, 
2017/4/10, 92, , , 
2017/4/23, 37, 7, 2, 
2017/4/24, 40, 10, 2, 
2017/4/25, 49, 11, 3, 
2017/4/26, 47, 13, 2, 
2017/4/27, 56, 20, 1, 
2017/4/28, 81, 13, 1, 
2017/4/29, 65, 5, , 
2017/4/30, 43, 3, , 
2017/5/1, 52, 6, , 
2017/5/2, 47, 4, , 
2017/5/3, 51, 8, , 
2017/5/4, 49, 12, 10, 
2017/5/5, 66, 10, 1, 
2017/5/6, 69, 7, 2, 
2017/5/7, 47, 10, 1, 
2017/5/8, 46, 12, 2, 
2017/5/9, 48, 11, 1, 
2017/5/10, 46, 9, 1, 
2017/5/11, 53, 11, 1, 
2017/5/12, 61, 15, , 
2017/5/13, 68, 14, 2, 
2017/5/14, 73, 13, 2, 
2017/5/15, 67, 14, , 
2017/5/16, 53, 14, 1, 
2017/5/17, 53, 18, 3, 
2017/5/18, 59, 13, 3, 
2017/5/19, 62, 8, 2, 
2017/5/20, 48, 7, 2, 
2017/5/21, 36, 12, 3, 
2017/5/22, 50, 12, 2, 
2017/5/23, 52, 8, 2, 
2017/5/24, 43, 7, 1, 
2017/5/25, 40, 10, 5, 
2017/5/26, 49, 14, , 
2017/5/27, 41, 10, , 
2017/5/28, 43, 9, 17, 
2017/5/29, 55, 12, , 
2017/5/30, 51, 5, , 
2017/5/31, 36, 7, , 
2017/6/1, 42, 9, 1, 
2017/6/2, 39, 13, 1, 
2017/6/3, 41, 12, 1, 
2017/6/4, 53, 8, , 
2017/6/5, 35, 9, 1, 
2017/6/6, 57, 6, 1, 
2017/6/7, 37, 7, 1, 
2017/6/8, 42, 13, 1, 
2017/6/9, 47, 6, 1, 
2017/6/10, 31, 11, 1, 
2017/6/11, 47, 7, 1, 
2017/6/12, 50, 4, 2, 
2017/6/13, 35, 8, 12, 
2017/6/14, 37, 11, 3, 
2017/6/15, 53, , , 
2017/6/18, 40, 9, , 
2017/6/19, 31, 14, 3, 
2017/6/20, 54, 7, 1, 
2017/6/21, 34, 11, 2, 
2017/6/22, 39, 8, 1, 
2017/6/23, 41, 5, 2, 
2017/6/24, 38, 4, 2, 
2017/6/25, 26, 5, 2, 
2017/6/26, 30, 7, 2, 
2017/6/27, 37, 8, 2, 
2017/6/28, 50, 12, 2, 
2017/6/29, 52, 5, 3, 
2017/6/30, 22, 4, 3, 
2017/1/2, 63, 9, 2, 
2017/1/3, 49, 6, 2, 
2017/1/4, 40, 9, , 
2017/1/5, 39, 11, 1, 
2017/1/6, 71, 12, 5, 
2017/1/7, 69, 13, 2, 
2017/1/8, 112, 13, 3, 
2017/1/9, 90, 15, 1, 
2017/1/10, 105, 13, 3, 
2017/1/11, 94, 10, 2, 
2017/1/12, 56, 14, 2, 
2017/1/13, 71, 16, 3, 
2017/1/14, 91, 10, 1, 
2017/1/15, 58, 13, , 
2017/1/16, 57, 24, 3, 
2017/1/17, 124, 20, 1, 
2017/1/18, 110, 16, 2, 
2017/1/19, 99, 14, 4, 
2017/1/20, 110, 12, 3, 
2017/1/21, 99, 9, 2, 
2017/1/22, 98, 13, 7, 
2017/1/23, 148, 13, 3, 
2017/1/24, 124, 14, 1, 
2017/1/25, 129, 12, 1, 
2017/1/26, 120, 20, 3, 
2017/1/27, 162, 16, 3, 
2017/1/28, 179, 14, 4, 
2017/1/29, 140, 14, 3, 
2017/1/30, 146, 14, 3, 
2017/1/31, 164, 18, 4, 
2017/2/1, 175, 15, 3, 
2017/2/2, 168, 12, 4, 
2017/2/3, 156, 11, 4, 
2017/2/4, 140, 5, 3, 
2017/2/5, 131, 10, 2, 
2017/2/6, 87, 8, 1, 
2017/2/7, 86, 6, , 
2017/2/8, 83, 8, 2, 
2017/2/9, 110, 8, 4, 
2017/2/10, 134, 4, 3, 
2017/2/11, 81, 4, 2, 
2017/2/12, 115, 7, 1, 
2017/2/13, 145, 24, 5, 
2017/2/14, 169, 34, 4, 
2017/2/15, 186, 22, 5, 
2017/2/16, 152, 13, 2, 
2017/2/17, 109, 10, 2, 
2017/2/18, 73, 5, 2, 
2017/2/19, 81, 6, 2, 
2017/2/20, 69, 6, 2, 
2017/2/21, 45, 7, 3, 
2017/2/22, 50, 8, 3, 
2017/2/23, 49, 7, 2, 
2017/2/24, 51, 4, 2, 
2017/2/25, 48, 5, 2, 
2017/2/26, 59, 13, 3, 
2017/2/27, 50, 9, 4, 
2017/2/28, 48, 7, 3, 
2017/3/1, 54, 9, 2, 
2017/3/2, 62, 12, 3, 
2017/3/3, 54, 11, 3, 
2017/3/4, 83, 11, 3, 
2017/3/5, 78, 11, 2, 
2017/3/6, 70, 8, 1, 
2017/3/7, 54, 10, 2, 
2017/3/8, 71, 11, 1, 
2017/3/9, 69, 13, 1, 
2017/3/10, 61, 13, 1, 
2017/3/11, 67, 10, 1, 
2017/3/12, 61, 18, 2, 
2017/3/13, 90, 12, 1, 
2017/3/14, 93, 7, , 
2017/3/15, 49, 12, 1, 
2017/3/16, 58, 11, 2, 
2017/3/17, 66, 6, 2, 
2017/3/18, 49, 7, 2, 
2017/3/19, 44, 10, 2, 
2017/3/20, 45, 8, 2, 
2017/3/21, 46, 16, 2, 
2017/3/22, 53, 13, 2, 
2017/3/23, 68, 18, 12, 
2017/3/24, 83, 12, 2, 
2017/3/25, 68, 15, 3, 
2017/3/26, 82, 15, 3, 
2017/3/27, 79, 19, 3, 
2017/3/28, 90, 14, 3, 
2017/3/29, 102, 13, 3, 
2017/3/30, 92, 17, 4, 
2017/3/31, 68, 13, 5, 
2020/1/1, , 16, 1, 
2019/12/2, , 4, 1, 
2018/12/31, , 1, 3, 
2017/12/31, , 6, 4, 
2017/9/9, , 4, 1, 
2017/4/22, , 4, 1, 
2017/6/17, , 12, , 
2017/1/1, , 10, 1, 
