date, pm10, no2
2017/3/12, 12, 22
2017/3/13, 17, 23
2017/3/14, 20, 26
2017/3/15, 20, 25
2017/3/16, 20, 20
2017/3/17, 14, 22
2017/3/18, 13, 12
2017/3/19, 11, 15
2017/3/20, 15, 13
2017/3/21, 17, 21
2017/3/22, 16, 11
2017/3/23, 13, 17
2017/3/24, 15, 17
2017/3/25, 17, 14
2017/3/26, 15, 20
2017/3/27, 13, 21
2017/3/28, 14, 20
2017/3/29, 19, 22
2017/3/30, 18, 17
2017/3/31, 19, 16
2020/1/1, , 27
2019/6/25, , 34
2018/12/31, , 18
2017/12/31, , 23
2018/2/17, , 20
2017/12/26, , 19
2017/9/10, , 14
2017/1/1, , 28
