date, pm25, pm10, no2, co
2017/10/13, 75, 42, 17, 4
2017/10/14, 94, 30, 14, 5
2017/10/15, 77, 55, 33, 8
2017/10/16, 104, 71, 43, 10
2017/10/17, 137, 88, 51, 14
2017/10/18, 155, 59, 19, 5
2017/10/19, 134, 55, 23, 8
2017/10/20, 126, 51, 22, 8
2017/10/21, 138, 36, 9, 6
2017/10/22, 104, 31, 12, 6
2017/10/23, 90, 42, 20, 6
2017/10/24, 104, 36, 20, 7
2017/10/25, 102, 24, 14, 4
2017/10/26, 65, 28, 14, 5
2017/10/27, 76, 15, 8, 3
2017/10/28, 56, 7, 5, 3
2017/10/29, 27, 17, 11, 3
2017/10/30, 31, 32, 20, 4
2017/10/31, 60, 32, 9, 4
2017/11/1, 93, 22, 16, 4
2017/11/2, 74, 29, 22, 7
2017/11/3, 80, 44, 22, 6
2017/11/4, 105, 38, 18, 5
2017/11/5, 104, 59, 25, 8
2017/11/6, 133, 44, 20, 5
2017/11/7, 114, 36, 16, 4
2017/11/8, 95, 45, 19, 7
2017/11/9, 112, 52, 22, 7
2017/11/10, 129, 17, 14, 4
2017/11/11, 56, 26, 17, 5
2017/11/12, 79, 33, 21, 7
2017/11/13, 99, 39, 21, 6
2017/11/14, 95, 49, 22, 7
2017/11/15, 118, 67, 22, 11
2017/11/16, 156, 61, 25, 9
2017/11/17, 145, 43, 21, 6
2017/11/18, 100, 23, 13, 5
2017/11/19, 72, 19, 19, 5
2017/11/20, 61, 50, 27, 8
2017/11/21, 121, 56, 18, 8
2017/11/22, 149, 46, 18, 9
2017/11/23, 122, 59, 25, 11
2017/11/24, 149, 52, 21, 8
2017/11/25, 135, 32, 15, 5
2017/11/26, 82, 55, 24, 9
2017/11/27, 140, 56, 22, 8
2017/11/28, 137, 54, 22, 11
2017/11/29, 146, 51, 21, 8
2017/11/30, 134, 42, 17, 7
2017/12/1, 121, 51, 20, 9
2017/12/2, 136, 66, 21, 11
2017/12/3, 160, 44, 19, 7
2017/12/4, 119, 29, 20, 7
2017/12/5, 86, 15, 12, 5
2017/12/6, 55, 38, 20, 7
2017/12/7, 104, 43, 25, 8
2017/12/8, 103, 45, 24, 8
2017/12/9, 109, 38, 15, 6
2017/12/10, 97, 27, 23, 8
2017/12/11, 77, 36, 20, 7
2017/12/12, 69, 52, 24, 8
2017/12/13, 96, 35, 22, 8
2017/12/14, 101, 71, 25, 10
2017/12/15, 118, 48, 18, 9
2017/12/16, 129, 58, 23, 11
2017/12/17, 145, 68, 24, 12
2017/12/18, 154, 45, 21, 8
2017/12/19, 109, 44, 23, 9
2017/12/20, 122, 42, 21, 9
2017/12/21, 119, 23, 19, 7
2017/12/22, 71, 23, 11, 6
2017/12/23, 75, 11, 5, 5
2017/12/24, 44, 16, 6, 5
2017/12/25, 58, 39, 13, 8
2017/12/26, 110, 49, 19, 9
2017/12/27, 132, 44, 22, 9
2017/12/28, 101, 37, 17, 8
2017/12/29, 105, 57, 16, 9
2017/12/30, 147, , , 
2017/7/1, 30, 16, 9, 5
2017/7/2, 40, 27, 21, 7
2017/7/3, 49, 25, 23, 7
2017/7/4, 48, 30, 27, 8
2017/7/5, 55, 35, 32, 9
2017/7/6, 58, 35, 32, 9
2017/7/7, 58, 26, 19, 6
2017/7/8, 58, 27, 18, 7
2017/7/9, 60, 29, 22, 6
2017/7/10, 65, 32, 21, 7
2017/7/11, 70, 34, 31, 8
2017/7/12, 68, 24, 24, 8
2017/7/13, 49, 35, 26, 8
2017/7/14, 52, 29, 20, 7
2017/7/15, 52, 23, 22, 7
2017/7/16, 50, 33, 27, 8
2017/7/17, 65, 39, 32, 10
2017/7/18, 55, 38, 30, 8
2017/7/19, 69, 41, 36, 10
2017/7/20, 72, 47, 37, 11
2017/7/21, 94, 31, 13, 6
2017/7/22, 70, 25, 14, 6
2017/7/23, 67, 35, 22, 7
2017/7/24, 65, 21, 16, 7
2017/7/25, 61, 25, 27, 8
2017/7/26, 56, 27, 26, 8
2017/7/27, 49, 27, 27, 8
2017/7/28, 61, 28, 20, 8
2017/7/29, 56, 27, 21, 7
2017/7/30, 59, 38, 33, 9
2017/7/31, 61, 34, 29, 8
2017/8/1, 70, 46, 35, 9
2017/8/2, 68, 39, 37, 9
2017/8/3, 74, 45, 27, 8
2017/8/4, 63, 42, 24, 8
2017/8/5, 58, 28, 15, 7
2017/8/6, 59, 30, 28, 6
2017/8/7, 44, 27, 17, 3
2017/8/8, 47, 30, 27, 4
2017/8/9, 58, 34, 32, 5
2017/8/10, 74, 42, 18, 4
2017/8/11, 94, 27, 17, 4
2017/8/12, 58, 15, 18, 4
2017/8/13, 50, 19, 23, 4
2017/8/14, 43, 15, 10, 2
2017/8/15, 39, 30, 25, 4
2017/8/16, 54, 23, 22, 5
2017/8/17, 62, 55, 23, 4
2017/8/18, 85, 31, 22, 4
2017/8/19, 67, 23, 23, 5
2017/8/20, 70, 22, 27, 6
2017/8/21, 57, 18, 20, 5
2017/8/22, 52, 19, 23, 5
2017/8/23, 54, 30, 34, 8
2017/8/24, 59, 48, 36, 7
2017/8/25, 84, 36, 27, 5
2017/8/26, 73, 26, 14, 4
2017/8/27, 65, 22, 26, 6
2017/8/28, 51, 27, 30, 6
2017/8/29, 51, 32, 23, 5
2017/8/30, 72, 41, 37, 6
2017/8/31, 73, 28, 22, 5
2017/9/1, 67, 9, 16, 4
2017/9/2, 34, 15, 20, 6
2017/9/3, 51, 14, 17, 5
2017/9/4, 46, 14, 25, 7
2017/9/5, 48, , , 
2017/9/10, 67, 39, 29, 7
2017/9/11, 88, 23, 33, 8
2017/9/12, 63, 26, 24, 5
2017/9/13, 52, 18, 26, 6
2017/9/14, 33, 23, 27, 6
2017/9/15, 49, 26, 16, 5
2017/9/16, 67, 31, 19, 6
2017/9/17, 82, 21, 25, 6
2017/9/18, 55, 44, 38, 8
2017/9/19, 90, 27, 27, 6
2017/9/20, 75, 25, 28, 8
2017/9/21, 72, 23, 27, 8
2017/9/22, 66, 31, 14, 5
2017/9/23, 76, 33, 10, 4
2017/9/24, 75, 29, 13, 4
2017/9/25, 70, 49, 17, 5
2017/9/26, 87, 36, 16, 4
2017/9/27, 72, 27, 14, 4
2017/9/28, 64, 31, 14, 4
2017/9/29, 68, 34, 13, 4
2017/9/30, 76, 36, 11, 4
2017/4/4, 68, 57, 33, 5
2017/4/5, 83, 18, 28, 5
2017/4/6, 49, 44, 34, 6
2017/4/7, 72, 45, 25, 5
2017/4/8, 68, 52, 24, 6
2017/4/9, 106, 51, 32, 6
2017/4/10, 94, 46, 21, 4
2017/4/11, 61, 33, 29, 6
2017/4/12, 84, 19, 22, 4
2017/4/13, 60, 17, 19, 4
2017/4/14, 54, 32, 17, 4
2017/4/15, 84, 13, 13, 3
2017/4/16, 44, 14, 10, 3
2017/4/17, 50, 15, 10, 3
2017/4/18, 50, 24, 14, 3
2017/4/19, 56, 36, 23, 4
2017/4/20, 64, 59, 25, 5
2017/4/21, 106, 28, 15, 4
2017/4/22, 57, 24, 15, 4
2017/4/23, 49, 33, 25, 5
2017/4/24, 61, 43, 28, 6
2017/4/25, 83, 19, 36, 7
2017/4/26, 63, 25, 27, 5
2017/4/27, 73, 23, 23, 6
2017/4/28, 73, 28, 26, 6
2017/4/29, 66, 24, 14, 4
2017/4/30, 69, 13, 6, 3
2017/5/1, 43, 13, 7, 3
2017/5/2, 44, 19, 8, 4
2017/5/3, 64, 21, 14, 4
2017/5/4, 63, 30, 21, 6
2017/5/5, 73, 48, 24, 6
2017/5/6, 83, 36, 15, 5
2017/5/7, 100, 23, 27, 6
2017/5/8, 59, 25, 23, 5
2017/5/9, 47, 37, 31, 6
2017/5/10, 75, 26, 21, 5
2017/5/11, 76, 33, 15, 5
2017/5/12, 81, 36, 19, 5
2017/5/13, 76, 39, 26, 6
2017/5/14, 84, 52, 38, 8
2017/5/15, 86, 36, 29, 6
2017/5/16, 65, 35, 29, 5
2017/5/17, 53, 36, 27, 5
2017/5/18, 59, 32, 22, 5
2017/5/19, 52, 46, 24, 5
2017/5/20, 63, 46, 16, 5
2017/5/21, 73, 40, 29, 6
2017/5/22, 51, 45, 35, 7
2017/5/23, 56, 40, 41, 8
2017/5/24, 79, 33, 31, 7
2017/5/25, 59, 44, 22, 6
2017/5/26, 71, 43, 41, 13
2017/5/27, 74, 31, 30, 7
2017/5/28, 53, 41, 30, 6
2017/5/29, 62, 53, 34, 7
2017/5/30, 68, 50, 20, 5
2017/5/31, 67, 47, 26, 6
2017/6/1, 62, 46, 27, 6
2017/6/2, 57, 24, 14, 5
2017/6/3, 33, 25, 15, 5
2017/6/4, 52, 33, 28, 7
2017/6/5, 58, 26, 19, 5
2017/6/6, 60, 32, 24, 6
2017/6/7, 51, 42, 35, 7
2017/6/8, 61, 43, 40, 7
2017/6/9, 64, 34, 21, 5
2017/6/10, 59, 26, 21, 6
2017/6/11, 48, 35, 32, 7
2017/6/12, 64, 30, 15, 5
2017/6/13, 53, 27, 21, 6
2017/6/14, 52, 22, 15, 5
2017/6/15, 49, 29, 25, 6
2017/6/16, 64, 24, 17, 5
2017/6/17, 52, 24, 18, 6
2017/6/18, 54, 32, 26, 7
2017/6/19, 54, 37, 30, 7
2017/6/20, 62, 31, 25, 6
2017/6/21, 46, 40, 34, 7
2017/6/22, 56, 29, 28, 7
2017/6/23, 68, 24, 14, 6
2017/6/24, 59, 25, 16, 6
2017/6/25, 56, 23, 21, 7
2017/6/26, 52, 31, 34, 7
2017/6/27, 58, 22, 17, 6
2017/6/28, 63, 25, 26, 7
2017/6/29, 61, 20, 18, 6
2017/6/30, 39, 12, 10, 5
2017/1/2, 110, 28, 19, 6
2017/1/3, 80, 13, 15, 5
2017/1/4, 46, 33, 24, 6
2017/1/5, 51, 83, 15, 5
2017/1/6, 80, 57, 25, 9
2017/1/7, 127, 119, 31, 16
2017/1/8, 186, 107, 38, 16
2017/1/9, 176, 66, 21, 10
2017/1/10, 164, 80, 25, 11
2017/1/11, 160, 42, 22, 8
2017/1/12, 107, 49, 26, 10
2017/1/13, 131, 27, 20, 8
2017/1/14, 84, 45, 24, 9
2017/1/15, 117, 53, 31, 12
2017/1/16, 133, 69, 20, 11
2017/1/17, 168, 60, 32, 13
2017/1/18, 150, 47, 25, 8
2017/1/19, 127, 50, 20, 7
2017/1/20, 139, 32, 19, 7
2017/1/21, 94, 30, 18, 6
2017/1/22, 94, 65, 31, 10
2017/1/23, 146, 71, 20, 9
2017/1/24, 168, 37, 22, 7
2017/1/25, 100, 67, 37, 9
2017/1/26, 128, 93, 46, 11
2017/1/27, 172, 80, 25, 7
2017/1/28, 173, 55, 20, 4
2017/1/29, 141, 58, 26, 5
2017/1/30, 149, 61, 27, 5
2017/1/31, 155, 63, 24, 5
2017/2/1, 159, 74, 31, 9
2017/2/2, 168, 65, 27, 8
2017/2/3, 162, 40, 16, 3
2017/2/4, 117, 34, 12, 3
2017/2/5, 103, 37, 14, 3
2017/2/6, 108, 25, 15, 2
2017/2/7, 79, 16, 10, 3
2017/2/8, 58, , , 
2020/1/1, , 41, 20, 6
2019/9/15, , 5, 16, 4
2019/4/30, , 33, 21, 7
2019/6/20, , 28, 22, 5
2018/12/31, , 18, 10, 6
2018/5/16, , 19, 19, 5
2017/12/31, , 33, 16, 8
2017/10/12, , 39, 19, 4
2017/9/9, , 25, 17, 6
2017/4/3, , 31, 17, 3
2017/1/1, , 44, 16, 6
2019/9/14, , , 17, 5
2019/6/18, , , 18, 4
2019/6/19, , , 14, 4
