date, pm25, pm10, no2, co
2017/7/9, , , 7, 3
2017/7/10, , , 14, 3
2017/7/11, , , 18, 3
2017/7/12, , , 16, 3
2017/7/13, , , 14, 2
2017/7/14, , , 6, 1
2017/7/15, , , 2, 2
2017/7/16, , , 7, 4
2017/7/17, , , 18, 4
2017/7/18, , , 17, 3
2017/7/19, , , 9, 4
2017/7/20, , , 14, 4
2017/7/21, , , 18, 3
2017/7/22, , , 10, 2
2017/7/23, , , 6, 2
2017/7/24, , , 9, 2
2017/7/25, , , 8, 3
2017/7/26, , , 21, 3
2017/7/27, , , 15, 2
2017/7/28, , , 9, 1
2017/7/29, , , 2, 2
2017/7/30, , , 6, 3
2017/7/31, , , 14, 4
2017/8/1, , , 19, 4
2017/8/2, , , 21, 4
2017/8/3, , , 22, 2
2017/8/4, , , 14, 4
2017/8/5, , , 12, 3
2017/8/6, , , 11, 2
2017/8/7, , , 6, 2
2017/8/8, , , 6, 3
2017/8/9, , , 15, 2
2017/8/10, , , 12, 4
2017/8/11, , , 20, 2
2017/8/12, , , 6, 2
2017/8/13, , , 9, 3
2017/8/14, , , 13, 2
2017/8/15, , , 9, 4
2017/8/16, , , 20, 3
2017/8/17, , , 14, 2
2017/8/18, , , 10, 3
2017/8/19, , , 14, 4
2017/8/20, , , 16, 5
2017/8/21, , , 23, 3
2017/8/22, , , 16, 2
2017/8/23, , , 5, 2
2017/8/24, , , 6, 3
2017/8/25, , , 12, 2
2017/8/26, , , 9, 2
2017/8/27, , , 7, 3
2017/8/28, , , 14, 3
2017/8/29, , , 15, 3
2017/8/30, , , 15, 3
2017/8/31, , , 16, 2
2017/9/1, , , 4, 2
2017/9/2, , , 5, 3
2017/9/3, , , 10, 4
2017/9/4, , , 15, 2
2017/9/5, , , 7, 
2017/9/9, , , 8, 2
2017/9/10, , , 6, 2
2017/9/11, , , 8, 2
2017/9/12, , , 7, 3
2017/9/13, , , 14, 4
2017/9/14, , , 15, 5
2017/9/15, , , 18, 4
2017/9/16, , , 17, 4
2017/9/17, , , 16, 5
2017/9/18, , , 16, 4
2017/9/19, , , 21, 5
2017/9/20, , , 19, 5
2017/9/21, , , 19, 6
2017/9/22, , , 23, 4
2017/9/23, , , 16, 3
2017/9/24, , , 15, 5
2017/9/25, , , 23, 5
2017/9/26, , , 19, 4
2017/9/27, , , 17, 1
2017/9/28, , , 3, 2
2017/9/29, , , 9, 2
2017/9/30, , , 7, 3
2017/4/1, , , 3, 3
2017/4/2, , , 8, 4
2017/4/3, , , 17, 2
2017/4/4, , , 9, 3
2017/4/5, , , 13, 2
2017/4/6, , , 5, 1
2017/4/7, , , 3, 4
2017/4/8, , , 19, 4
2017/4/9, , , 15, 3
2017/4/10, , , 15, 4
2017/4/11, , , 22, 2
2017/4/12, , , 7, 4
2017/4/13, , , 23, 6
2017/4/14, , , 25, 3
2017/4/15, , , 14, 2
2017/4/16, , , 9, 2
2017/4/17, , , 9, 3
2017/4/18, , , 15, 3
2017/4/19, , , 13, 3
2017/4/20, , , 17, 2
2017/4/21, , , 5, 1
2017/4/22, , , 3, 2
2017/4/23, , , 4, 2
2017/4/24, , , 8, 4
2017/4/25, , , 15, 4
2017/4/26, , , 16, 2
2017/4/27, , , 12, 4
2017/4/28, , , 15, 3
2017/4/29, , , 7, 3
2017/4/30, , , 7, 2
2017/5/1, , , 9, 2
2017/5/2, , , 8, 2
2017/5/3, , , 9, 3
2017/5/4, , , 8, 2
2017/5/5, , , 5, 2
2017/5/6, , , 6, 1
2017/5/7, , , 5, 3
2017/5/8, , , 15, 3
2017/5/9, , , 16, 3
2017/5/10, , , 18, 3
2017/5/11, , , 10, 2
2017/5/12, , , 4, 2
2017/5/13, , , 6, 3
2017/5/14, , , 16, 5
2017/5/15, , , 23, 4
2017/5/16, , , 22, 4
2017/5/17, , , 19, 3
2017/5/18, , , 15, 3
2017/5/19, , , 14, 3
2017/5/20, , , 9, 2
2017/5/21, , , 6, 2
2017/5/22, , , 9, 3
2017/5/23, , , 13, 3
2017/5/24, , , 10, 2
2017/5/25, , , 6, 5
2017/5/26, , , 18, 2
2017/5/27, , , 11, 2
2017/5/28, , , 6, 2
2017/5/29, , , 9, 2
2017/5/30, , , 10, 3
2017/5/31, , , 18, 2
2017/6/1, , , 9, 4
2017/6/2, , , 21, 4
2017/6/3, , , 19, 4
2017/6/4, , , 15, 2
2017/6/5, , , 10, 2
2017/6/6, , , 8, 1
2017/6/7, , , 4, 2
2017/6/8, , , 5, 4
2017/6/9, , , 20, 3
2017/6/10, , , 16, 3
2017/6/11, , , 12, 4
2017/6/12, , , 16, 3
2017/6/13, , , 15, 3
2017/6/14, , , 13, 3
2017/6/15, , , 12, 4
2017/6/16, , , 16, 3
2017/6/17, , , 14, 2
2017/6/18, , , 8, 1
2017/6/19, , , 6, 2
2017/6/20, , , 18, 3
2017/6/21, , , 20, 3
2017/6/22, , , 12, 3
2017/6/23, , , 10, 1
2017/6/24, , , 4, 1
2017/6/25, , , 6, 2
2017/6/26, , , 7, 1
2017/6/27, , , 7, 3
2017/6/28, , , 17, 3
2017/6/29, , , 14, 3
2017/6/30, , , 10, 2
2017/1/2, , , 10, 3
2017/1/3, , , 13, 1
2017/1/4, , , 5, 1
2017/1/5, , , 8, 1
2017/1/6, , , 6, 1
2017/1/7, , , 6, 2
2017/1/8, , , 15, 4
2017/1/9, , , 16, 2
2017/1/10, , , 10, 5
2017/1/11, , , 15, 4
2017/1/12, , , 8, 4
2017/1/13, , , 9, 3
2017/1/14, , , 10, 3
2017/1/15, , , 8, 6
2017/1/16, , , 10, 3
2017/1/17, , , 10, 3
2017/1/18, , , 10, 5
2017/1/19, , , 17, 4
2017/1/20, , , 19, 5
2017/1/21, , , 17, 4
2017/1/22, , , 14, 2
2017/1/23, , , 5, 2
2017/1/24, , , 10, 3
2017/1/25, , , 14, 1
2017/1/26, , , 5, 2
2017/1/27, , , 9, 2
2017/1/28, , , 10, 2
2017/1/29, , , 7, 3
2017/1/30, , , 15, 2
2017/1/31, , , 13, 2
2017/2/1, , , 13, 1
2017/2/2, , , 6, 2
2017/2/3, , , 9, 6
2017/2/4, , , 20, 3
2017/2/5, , , 11, 7
2017/2/6, , , 19, 3
2017/2/7, , , 14, 2
2017/2/8, , , 7, 1
2017/2/9, , , 6, 3
2017/2/10, , , 19, 3
2017/2/11, , , 15, 2
2017/2/12, , , 3, 3
2017/2/13, , , 19, 5
2017/2/14, , , 22, 2
2017/2/15, , , 7, 3
2017/2/16, , , 20, 4
2017/2/17, , , 25, 4
2017/2/18, , , 23, 4
2017/2/19, , , 14, 7
2017/2/20, , , 22, 5
2017/2/21, , , 26, 4
2017/2/22, , , 18, 5
2017/2/23, , , 20, 3
2017/2/24, , , 11, 1
2017/2/25, , , 4, 3
2017/2/26, , , 15, 4
2017/2/27, , , 21, 3
2017/2/28, , , 15, 1
2017/3/1, , , 8, 1
2017/3/2, , , 4, 2
2017/3/3, , , 9, 4
2017/3/4, , , 17, 3
2017/3/5, , , 14, 4
2017/3/6, , , 15, 3
2017/3/7, , , 11, 3
2017/3/8, , , 21, 4
2017/3/9, , , 29, 1
2017/3/10, , , 2, 2
2017/3/11, , , 5, 2
2017/3/12, , , 7, 3
2017/3/13, , , 13, 2
2017/3/14, , , 3, 2
2017/3/15, , , 6, 4
2017/3/16, , , 21, 4
2017/3/17, , , 21, 2
2017/3/18, , , 8, 4
2017/3/19, , , 12, 4
2017/3/20, , , 15, 2
2017/3/21, , , 5, 2
2017/3/22, , , 7, 3
2017/3/23, , , 18, 4
2017/3/24, , , 14, 3
2017/3/25, , , 10, 2
2017/3/26, , , 7, 5
2017/3/27, , , 21, 2
2017/3/28, , , 10, 3
2017/3/29, , , 10, 3
2017/3/30, , , 13, 2
2017/3/31, , , 11, 1
2017/9/8, , , , 2
2017/1/1, , , , 4
